player_name,appo_team,Vanue,inning,runs,wick,date
OA Shah,Zimbabwe,Newlands,0,11,0,2007-09-13
DL Maddy,Zimbabwe,Newlands,0,14,0,2007-09-13
T Mupariwa,England,Newlands,0,0,1,2007-09-13
P Utseya,England,Newlands,1,13,1,2007-09-13
S Matsikenyeri,England,Newlands,1,2,0,2007-09-13
GB Brent,England,Newlands,0,0,0,2007-09-13
BRM Taylor,England,Newlands,1,47,0,2007-09-13
T Taibu,England,Newlands,1,2,0,2007-09-13
KP Pietersen,Zimbabwe,Newlands,0,79,0,2007-09-13
JM Anderson,Zimbabwe,Newlands,1,0,0,2007-09-13
KM Dabengwa,England,Newlands,0,0,0,2007-09-13
A Flintoff,Zimbabwe,Newlands,0,13,0,2007-09-13
CP Schofield,Zimbabwe,Newlands,0,9,2,2007-09-13
AD Mascarenhas,Zimbabwe,Newlands,0,0,3,2007-09-13
CJ Chibhabha,England,Newlands,1,5,1,2007-09-13
H Masakadza,England,Newlands,1,27,0,2007-09-13
E Chigumbura,England,Newlands,1,8,4,2007-09-13
LJ Wright,Zimbabwe,Newlands,0,0,0,2007-09-13
LPC Silva,Kenya,New Wanderers Stadium,0,5,0,2007-09-14
T Mishra,Sri Lanka,New Wanderers Stadium,1,16,0,2007-09-14
DO Obuya,Sri Lanka,New Wanderers Stadium,1,18,0,2007-09-14
NN Odhiambo,Sri Lanka,New Wanderers Stadium,1,5,1,2007-09-14
TM Odoyo,Sri Lanka,New Wanderers Stadium,0,0,1,2007-09-14
WU Tharanga,Kenya,New Wanderers Stadium,0,10,0,2007-09-14
WPUJC Vaas,Kenya,New Wanderers Stadium,1,0,2,2007-09-14
CRD Fernando,Kenya,New Wanderers Stadium,1,0,0,2007-09-14
KC Sangakkara,Kenya,New Wanderers Stadium,0,30,0,2007-09-14
PJ Ongondo,Sri Lanka,New Wanderers Stadium,1,3,0,2007-09-14
SL Malinga,Kenya,New Wanderers Stadium,1,0,2,2007-09-14
CO Obuya,Sri Lanka,New Wanderers Stadium,1,2,0,2007-09-14
DPMD Jayawardene,Kenya,New Wanderers Stadium,0,65,0,2007-09-14
MA Ouma,Sri Lanka,New Wanderers Stadium,1,0,0,2007-09-14
SO Tikolo,Sri Lanka,New Wanderers Stadium,1,4,0,2007-09-14
LN Onyango,Sri Lanka,New Wanderers Stadium,1,4,0,2007-09-14
J Mubarak,Kenya,New Wanderers Stadium,0,46,0,2007-09-14
ST Jayasuriya,Kenya,New Wanderers Stadium,0,88,1,2007-09-14
JK Kamande,Sri Lanka,New Wanderers Stadium,1,4,3,2007-09-14
TM Dilshan,Kenya,New Wanderers Stadium,0,3,2,2007-09-14
AA Obanda,Sri Lanka,New Wanderers Stadium,1,21,0,2007-09-14
G Wijekoon,Kenya,New Wanderers Stadium,0,1,1,2007-09-14
SCJ Broad,Australia,Newlands,0,1,0,2007-09-14
ML Hayden,England,Newlands,1,67,0,2007-09-14
PD Collingwood,Australia,Newlands,0,18,0,2007-09-14
AC Gilchrist,England,Newlands,1,45,0,2007-09-14
MJ Prior,Australia,Newlands,0,17,0,2007-09-14
OA Shah,Australia,Newlands,0,14,0,2007-09-14
DL Maddy,Australia,Newlands,0,20,0,2007-09-14
B Lee,England,Newlands,0,0,1,2007-09-14
NW Bracken,England,Newlands,0,0,3,2007-09-14
SR Clark,England,Newlands,0,0,2,2007-09-14
RT Ponting,England,Newlands,1,20,0,2007-09-14
MJ Clarke,England,Newlands,0,0,0,2007-09-14
MG Johnson,England,Newlands,0,0,3,2007-09-14
KP Pietersen,Australia,Newlands,0,21,0,2007-09-14
A Flintoff,Australia,Newlands,0,31,1,2007-09-14
CP Schofield,Australia,Newlands,0,1,1,2007-09-14
AD Mascarenhas,Australia,Newlands,0,4,0,2007-09-14
RJ Kirtley,Australia,Newlands,0,2,0,2007-09-14
LJ Wright,Australia,Newlands,0,3,0,2007-09-14
A Symonds,England,Newlands,1,2,0,2007-09-14
Mohammad Asif,India,Kingsmead,0,0,4,2007-09-14
RV Uthappa,Pakistan,Kingsmead,0,50,0,2007-09-14
Sohail Tanvir,India,Kingsmead,0,0,1,2007-09-14
Yuvraj Singh,Pakistan,Kingsmead,0,1,0,2007-09-14
MS Dhoni,Pakistan,Kingsmead,0,33,0,2007-09-14
Kamran Akmal,India,Kingsmead,1,15,0,2007-09-14
Misbah-ul-Haq,India,Kingsmead,1,53,0,2007-09-14
Yasir Arafat,India,Kingsmead,1,12,1,2007-09-14
V Sehwag,Pakistan,Kingsmead,0,5,0,2007-09-14
Harbhajan Singh,Pakistan,Kingsmead,0,1,1,2007-09-14
Shahid Afridi,India,Kingsmead,1,7,2,2007-09-14
S Sreesanth,Pakistan,Kingsmead,0,1,0,2007-09-14
Shoaib Malik,India,Kingsmead,1,20,0,2007-09-14
G Gambhir,Pakistan,Kingsmead,0,0,0,2007-09-14
Younis Khan,India,Kingsmead,1,2,0,2007-09-14
KD Karthik,Pakistan,Kingsmead,0,11,0,2007-09-14
RP Singh,Pakistan,Kingsmead,1,0,1,2007-09-14
IK Pathan,Pakistan,Kingsmead,0,20,2,2007-09-14
AB Agarkar,Pakistan,Kingsmead,0,14,1,2007-09-14
Umar Gul,India,Kingsmead,0,0,0,2007-09-14
Salman Butt,India,Kingsmead,1,17,0,2007-09-14
Imran Nazir,India,Kingsmead,1,7,0,2007-09-14
LPC Silva,New Zealand,New Wanderers Stadium,1,9,0,2007-09-15
L Vincent,Sri Lanka,New Wanderers Stadium,0,14,0,2007-09-15
PG Fulton,Sri Lanka,New Wanderers Stadium,0,25,0,2007-09-15
LRPL Taylor,Sri Lanka,New Wanderers Stadium,0,62,0,2007-09-15
WU Tharanga,New Zealand,New Wanderers Stadium,1,37,0,2007-09-15
CD McMillan,Sri Lanka,New Wanderers Stadium,0,2,0,2007-09-15
JDP Oram,Sri Lanka,New Wanderers Stadium,0,33,0,2007-09-15
WPUJC Vaas,New Zealand,New Wanderers Stadium,0,0,0,2007-09-15
SB Styris,Sri Lanka,New Wanderers Stadium,0,2,1,2007-09-15
CRD Fernando,New Zealand,New Wanderers Stadium,0,0,2,2007-09-15
CS Martin,Sri Lanka,New Wanderers Stadium,1,0,0,2007-09-15
MR Gillespie,Sri Lanka,New Wanderers Stadium,1,0,0,2007-09-15
KC Sangakkara,New Zealand,New Wanderers Stadium,1,14,0,2007-09-15
SE Bond,Sri Lanka,New Wanderers Stadium,1,0,0,2007-09-15
SL Malinga,New Zealand,New Wanderers Stadium,0,0,1,2007-09-15
DPMD Jayawardene,New Zealand,New Wanderers Stadium,1,35,0,2007-09-15
DL Vettori,Sri Lanka,New Wanderers Stadium,0,3,2,2007-09-15
ST Jayasuriya,New Zealand,New Wanderers Stadium,1,61,1,2007-09-15
BB McCullum,Sri Lanka,New Wanderers Stadium,0,10,0,2007-09-15
G Wijekoon,New Zealand,New Wanderers Stadium,0,0,1,2007-09-15
JJ van der Wath,Bangladesh,Newlands,0,0,1,2007-09-15
SM Pollock,Bangladesh,Newlands,0,0,3,2007-09-15
Farhad Reza,South Africa,Newlands,0,19,0,2007-09-15
Mohammad Ashraful,South Africa,Newlands,0,10,0,2007-09-15
M Ntini,Bangladesh,Newlands,0,0,1,2007-09-15
Nazimuddin,South Africa,Newlands,0,0,0,2007-09-15
Mashrafe Mortaza,South Africa,Newlands,0,12,0,2007-09-15
JP Duminy,Bangladesh,Newlands,1,36,0,2007-09-15
M Morkel,Bangladesh,Newlands,0,0,2,2007-09-15
JM Kemp,Bangladesh,Newlands,1,12,0,2007-09-15
Aftab Ahmed,South Africa,Newlands,0,36,0,2007-09-15
Mushfiqur Rahim,South Africa,Newlands,0,4,0,2007-09-15
Alok Kapali,South Africa,Newlands,0,14,0,2007-09-15
AB de Villiers,Bangladesh,Newlands,1,14,0,2007-09-15
Tamim Iqbal,South Africa,Newlands,0,8,0,2007-09-15
VD Philander,Bangladesh,Newlands,0,0,2,2007-09-15
GC Smith,Bangladesh,Newlands,1,41,0,2007-09-15
Shakib Al Hasan,South Africa,Newlands,0,19,1,2007-09-15
JA Morkel,Bangladesh,Newlands,1,41,0,2007-09-15
Syed Rasel,South Africa,Newlands,0,6,0,2007-09-15
Abdur Razzak,South Africa,Newlands,0,2,2,2007-09-15
RV Uthappa,New Zealand,New Wanderers Stadium,1,0,0,2007-09-16
Yuvraj Singh,New Zealand,New Wanderers Stadium,1,5,1,2007-09-16
MS Dhoni,New Zealand,New Wanderers Stadium,1,24,0,2007-09-16
L Vincent,India,New Wanderers Stadium,0,3,0,2007-09-16
V Sehwag,New Zealand,New Wanderers Stadium,1,40,0,2007-09-16
PG Fulton,India,New Wanderers Stadium,0,21,0,2007-09-16
Harbhajan Singh,New Zealand,New Wanderers Stadium,1,7,2,2007-09-16
JS Patel,India,New Wanderers Stadium,0,0,1,2007-09-16
LRPL Taylor,India,New Wanderers Stadium,0,11,0,2007-09-16
S Sreesanth,New Zealand,New Wanderers Stadium,1,19,1,2007-09-16
CD McMillan,India,New Wanderers Stadium,0,44,0,2007-09-16
JDP Oram,India,New Wanderers Stadium,0,35,1,2007-09-16
G Gambhir,New Zealand,New Wanderers Stadium,1,51,0,2007-09-16
SB Styris,India,New Wanderers Stadium,0,2,0,2007-09-16
KD Karthik,New Zealand,New Wanderers Stadium,1,17,0,2007-09-16
MR Gillespie,India,New Wanderers Stadium,0,0,0,2007-09-16
SE Bond,India,New Wanderers Stadium,0,4,1,2007-09-16
RP Singh,New Zealand,New Wanderers Stadium,1,1,2,2007-09-16
IK Pathan,New Zealand,New Wanderers Stadium,1,11,0,2007-09-16
AB Agarkar,New Zealand,New Wanderers Stadium,1,1,0,2007-09-16
DL Vettori,India,New Wanderers Stadium,0,15,4,2007-09-16
BB McCullum,India,New Wanderers Stadium,0,45,0,2007-09-16
Farhad Reza,Australia,Newlands,0,4,0,2007-09-16
ML Hayden,Bangladesh,Newlands,1,73,0,2007-09-16
AC Gilchrist,Bangladesh,Newlands,1,43,0,2007-09-16
Abdur Razzak,Australia,Newlands,1,0,0,2007-09-16
Mohammad Ashraful,Australia,Newlands,0,7,0,2007-09-16
B Lee,Bangladesh,Newlands,0,0,3,2007-09-16
Nazimuddin,Australia,Newlands,0,11,0,2007-09-16
Mashrafe Mortaza,Australia,Newlands,0,0,0,2007-09-16
NW Bracken,Bangladesh,Newlands,0,0,2,2007-09-16
SR Clark,Bangladesh,Newlands,0,0,1,2007-09-16
Aftab Ahmed,Australia,Newlands,0,31,0,2007-09-16
MJ Clarke,Bangladesh,Newlands,0,0,1,2007-09-16
RT Ponting,Bangladesh,Newlands,1,6,0,2007-09-16
MG Johnson,Bangladesh,Newlands,0,0,1,2007-09-16
Mushfiqur Rahim,Australia,Newlands,0,3,0,2007-09-16
Alok Kapali,Australia,Newlands,0,0,0,2007-09-16
Tamim Iqbal,Australia,Newlands,0,32,0,2007-09-16
Syed Rasel,Australia,Newlands,1,0,0,2007-09-16
A Symonds,Bangladesh,Newlands,0,0,0,2007-09-16
Shakib Al Hasan,Australia,Newlands,0,16,0,2007-09-16
JJ van der Wath,England,Newlands,0,9,1,2007-09-16
SCJ Broad,South Africa,Newlands,0,0,3,2007-09-16
SM Pollock,England,Newlands,0,0,2,2007-09-16
PD Collingwood,South Africa,Newlands,1,0,0,2007-09-16
MJ Prior,South Africa,Newlands,1,32,0,2007-09-16
OA Shah,South Africa,Newlands,1,36,0,2007-09-16
M Ntini,England,Newlands,1,0,0,2007-09-16
JN Snape,South Africa,Newlands,1,7,0,2007-09-16
MV Boucher,England,Newlands,0,29,0,2007-09-16
JP Duminy,England,Newlands,0,0,0,2007-09-16
M Morkel,England,Newlands,1,0,1,2007-09-16
JM Kemp,England,Newlands,0,21,0,2007-09-16
KP Pietersen,South Africa,Newlands,1,15,0,2007-09-16
JM Anderson,South Africa,Newlands,0,0,1,2007-09-16
A Flintoff,South Africa,Newlands,1,17,2,2007-09-16
CP Schofield,South Africa,Newlands,1,6,1,2007-09-16
AD Mascarenhas,South Africa,Newlands,1,15,1,2007-09-16
AB de Villiers,England,Newlands,0,18,0,2007-09-16
VD Philander,England,Newlands,0,6,0,2007-09-16
GC Smith,England,Newlands,0,19,0,2007-09-16
JA Morkel,England,Newlands,0,43,2,2007-09-16
LJ Wright,South Africa,Newlands,1,0,0,2007-09-16
Mohammad Asif,Sri Lanka,New Wanderers Stadium,1,0,2,2007-09-17
LPC Silva,Pakistan,New Wanderers Stadium,1,38,0,2007-09-17
Sohail Tanvir,Sri Lanka,New Wanderers Stadium,1,0,1,2007-09-17
Kamran Akmal,Sri Lanka,New Wanderers Stadium,0,10,0,2007-09-17
Misbah-ul-Haq,Sri Lanka,New Wanderers Stadium,0,16,0,2007-09-17
Shahid Afridi,Sri Lanka,New Wanderers Stadium,0,17,3,2007-09-17
Shoaib Malik,Sri Lanka,New Wanderers Stadium,0,57,0,2007-09-17
WU Tharanga,Pakistan,New Wanderers Stadium,1,0,0,2007-09-17
WPUJC Vaas,Pakistan,New Wanderers Stadium,1,12,1,2007-09-17
CRD Fernando,Pakistan,New Wanderers Stadium,0,0,2,2007-09-17
Younis Khan,Sri Lanka,New Wanderers Stadium,0,51,0,2007-09-17
KC Sangakkara,Pakistan,New Wanderers Stadium,1,18,0,2007-09-17
Mohammad Hafeez,Sri Lanka,New Wanderers Stadium,0,10,1,2007-09-17
SL Malinga,Pakistan,New Wanderers Stadium,1,1,3,2007-09-17
DPMD Jayawardene,Pakistan,New Wanderers Stadium,1,28,0,2007-09-17
Umar Gul,Sri Lanka,New Wanderers Stadium,1,0,2,2007-09-17
J Mubarak,Pakistan,New Wanderers Stadium,1,0,0,2007-09-17
ST Jayasuriya,Pakistan,New Wanderers Stadium,1,5,0,2007-09-17
Salman Butt,Sri Lanka,New Wanderers Stadium,0,12,0,2007-09-17
TM Dilshan,Pakistan,New Wanderers Stadium,1,38,0,2007-09-17
G Wijekoon,Pakistan,New Wanderers Stadium,1,0,0,2007-09-17
Imran Nazir,Sri Lanka,New Wanderers Stadium,0,7,0,2007-09-17
SCJ Broad,New Zealand,Kingsmead,1,3,1,2007-09-18
VS Solanki,New Zealand,Kingsmead,1,24,0,2007-09-18
L Vincent,England,Kingsmead,0,13,0,2007-09-18
PD Collingwood,New Zealand,Kingsmead,1,3,1,2007-09-18
PG Fulton,England,Kingsmead,0,0,0,2007-09-18
OA Shah,New Zealand,Kingsmead,1,21,0,2007-09-18
LRPL Taylor,England,Kingsmead,0,7,0,2007-09-18
DL Maddy,New Zealand,Kingsmead,1,50,2,2007-09-18
CD McMillan,England,Kingsmead,0,57,0,2007-09-18
JDP Oram,England,Kingsmead,0,8,0,2007-09-18
SB Styris,England,Kingsmead,0,42,0,2007-09-18
CS Martin,England,Kingsmead,1,0,1,2007-09-18
MR Gillespie,England,Kingsmead,0,7,0,2007-09-18
KP Pietersen,New Zealand,Kingsmead,1,24,0,2007-09-18
SE Bond,England,Kingsmead,0,2,2,2007-09-18
JM Anderson,New Zealand,Kingsmead,0,0,2,2007-09-18
A Flintoff,New Zealand,Kingsmead,1,1,1,2007-09-18
CP Schofield,New Zealand,Kingsmead,1,8,0,2007-09-18
AD Mascarenhas,New Zealand,Kingsmead,1,0,0,2007-09-18
DL Vettori,England,Kingsmead,0,17,2,2007-09-18
BB McCullum,England,Kingsmead,0,4,0,2007-09-18
LJ Wright,New Zealand,Kingsmead,1,24,0,2007-09-18
Mohammad Asif,Australia,New Wanderers Stadium,0,0,1,2007-09-18
Sohail Tanvir,Australia,New Wanderers Stadium,0,0,3,2007-09-18
ML Hayden,Pakistan,New Wanderers Stadium,0,1,0,2007-09-18
Misbah-ul-Haq,Australia,New Wanderers Stadium,1,66,0,2007-09-18
AC Gilchrist,Pakistan,New Wanderers Stadium,0,24,0,2007-09-18
Shahid Afridi,Australia,New Wanderers Stadium,0,0,1,2007-09-18
B Lee,Pakistan,New Wanderers Stadium,0,2,0,2007-09-18
Shoaib Malik,Australia,New Wanderers Stadium,1,52,0,2007-09-18
NW Bracken,Pakistan,New Wanderers Stadium,1,0,0,2007-09-18
RT Ponting,Pakistan,New Wanderers Stadium,0,27,0,2007-09-18
Younis Khan,Australia,New Wanderers Stadium,1,4,0,2007-09-18
MJ Clarke,Pakistan,New Wanderers Stadium,0,0,0,2007-09-18
SR Clark,Pakistan,New Wanderers Stadium,1,0,3,2007-09-18
A Symonds,Pakistan,New Wanderers Stadium,0,29,0,2007-09-18
MG Johnson,Pakistan,New Wanderers Stadium,0,1,1,2007-09-18
Mohammad Hafeez,Australia,New Wanderers Stadium,1,15,1,2007-09-18
MEK Hussey,Pakistan,New Wanderers Stadium,0,37,0,2007-09-18
Umar Gul,Australia,New Wanderers Stadium,0,0,0,2007-09-18
Salman Butt,Australia,New Wanderers Stadium,1,11,0,2007-09-18
BJ Hodge,Pakistan,New Wanderers Stadium,0,36,0,2007-09-18
Imran Nazir,Australia,New Wanderers Stadium,1,10,0,2007-09-18
Nadif Chowdhury,Sri Lanka,New Wanderers Stadium,1,5,0,2007-09-18
LPC Silva,Bangladesh,New Wanderers Stadium,0,12,0,2007-09-18
Mohammad Ashraful,Sri Lanka,New Wanderers Stadium,1,4,0,2007-09-18
Nazimuddin,Sri Lanka,New Wanderers Stadium,1,0,0,2007-09-18
WU Tharanga,Bangladesh,New Wanderers Stadium,0,23,0,2007-09-18
Mashrafe Mortaza,Sri Lanka,New Wanderers Stadium,1,12,1,2007-09-18
WPUJC Vaas,Bangladesh,New Wanderers Stadium,1,0,2,2007-09-18
CRD Fernando,Bangladesh,New Wanderers Stadium,1,0,2,2007-09-18
Aftab Ahmed,Sri Lanka,New Wanderers Stadium,1,18,0,2007-09-18
MF Maharoof,Bangladesh,New Wanderers Stadium,1,0,1,2007-09-18
KC Sangakkara,Bangladesh,New Wanderers Stadium,0,20,0,2007-09-18
Mahmudullah,Sri Lanka,New Wanderers Stadium,1,16,1,2007-09-18
Mushfiqur Rahim,Sri Lanka,New Wanderers Stadium,1,1,0,2007-09-18
SL Malinga,Bangladesh,New Wanderers Stadium,1,0,1,2007-09-18
DPMD Jayawardene,Bangladesh,New Wanderers Stadium,0,30,0,2007-09-18
J Mubarak,Bangladesh,New Wanderers Stadium,0,31,0,2007-09-18
ST Jayasuriya,Bangladesh,New Wanderers Stadium,0,0,2,2007-09-18
Tamim Iqbal,Sri Lanka,New Wanderers Stadium,1,3,0,2007-09-18
Shakib Al Hasan,Sri Lanka,New Wanderers Stadium,1,18,1,2007-09-18
TM Dilshan,Bangladesh,New Wanderers Stadium,0,21,0,2007-09-18
Syed Rasel,Sri Lanka,New Wanderers Stadium,0,0,1,2007-09-18
Abdur Razzak,Sri Lanka,New Wanderers Stadium,1,5,1,2007-09-18
JJ van der Wath,New Zealand,Kingsmead,0,0,2,2007-09-19
SM Pollock,New Zealand,Kingsmead,1,16,0,2007-09-19
L Vincent,South Africa,Kingsmead,0,32,0,2007-09-19
MV Boucher,New Zealand,Kingsmead,1,23,0,2007-09-19
LRPL Taylor,South Africa,Kingsmead,0,1,0,2007-09-19
M Morkel,New Zealand,Kingsmead,0,0,4,2007-09-19
NL McCullum,South Africa,Kingsmead,0,1,0,2007-09-19
CD McMillan,South Africa,Kingsmead,0,48,0,2007-09-19
JDP Oram,South Africa,Kingsmead,0,15,0,2007-09-19
JM Kemp,New Zealand,Kingsmead,1,89,0,2007-09-19
SB Styris,South Africa,Kingsmead,0,6,0,2007-09-19
CS Martin,South Africa,Kingsmead,1,0,1,2007-09-19
MR Gillespie,South Africa,Kingsmead,0,3,2,2007-09-19
SE Bond,South Africa,Kingsmead,0,0,1,2007-09-19
AB de Villiers,New Zealand,Kingsmead,1,1,0,2007-09-19
DL Vettori,South Africa,Kingsmead,0,1,0,2007-09-19
VD Philander,New Zealand,Kingsmead,0,0,0,2007-09-19
GC Smith,New Zealand,Kingsmead,1,2,0,2007-09-19
A Nel,New Zealand,Kingsmead,0,0,0,2007-09-19
HH Gibbs,New Zealand,Kingsmead,1,19,0,2007-09-19
JA Morkel,New Zealand,Kingsmead,0,0,1,2007-09-19
BB McCullum,South Africa,Kingsmead,0,38,0,2007-09-19
RV Uthappa,England,Kingsmead,0,6,0,2007-09-19
SCJ Broad,India,Kingsmead,0,0,0,2007-09-19
Yuvraj Singh,England,Kingsmead,0,58,0,2007-09-19
MS Dhoni,England,Kingsmead,0,10,0,2007-09-19
VS Solanki,India,Kingsmead,1,43,0,2007-09-19
PD Collingwood,India,Kingsmead,1,28,0,2007-09-19
V Sehwag,England,Kingsmead,0,68,0,2007-09-19
Harbhajan Singh,England,Kingsmead,1,0,1,2007-09-19
OA Shah,India,Kingsmead,1,21,0,2007-09-19
S Sreesanth,England,Kingsmead,1,0,0,2007-09-19
DL Maddy,India,Kingsmead,1,29,1,2007-09-19
G Gambhir,England,Kingsmead,0,58,0,2007-09-19
Joginder Sharma,England,Kingsmead,1,0,0,2007-09-19
KP Pietersen,India,Kingsmead,1,39,0,2007-09-19
CT Tremlett,India,Kingsmead,0,0,2,2007-09-19
JM Anderson,India,Kingsmead,0,0,0,2007-09-19
RP Singh,England,Kingsmead,1,0,2,2007-09-19
IK Pathan,England,Kingsmead,1,0,3,2007-09-19
A Flintoff,India,Kingsmead,1,8,1,2007-09-19
AD Mascarenhas,India,Kingsmead,0,0,0,2007-09-19
LJ Wright,India,Kingsmead,1,16,0,2007-09-19
LPC Silva,Australia,Newlands,0,6,0,2007-09-20
ML Hayden,Sri Lanka,Newlands,1,58,0,2007-09-20
SR Watson,Sri Lanka,Newlands,0,0,1,2007-09-20
AC Gilchrist,Sri Lanka,Newlands,1,31,0,2007-09-20
B Lee,Sri Lanka,Newlands,0,0,2,2007-09-20
NW Bracken,Sri Lanka,Newlands,0,0,2,2007-09-20
WU Tharanga,Australia,Newlands,0,4,0,2007-09-20
WPUJC Vaas,Australia,Newlands,0,21,0,2007-09-20
CRD Fernando,Australia,Newlands,0,0,0,2007-09-20
SR Clark,Sri Lanka,Newlands,0,0,4,2007-09-20
MF Maharoof,Australia,Newlands,0,0,0,2007-09-20
MG Johnson,Sri Lanka,Newlands,0,0,0,2007-09-20
KC Sangakkara,Australia,Newlands,0,22,0,2007-09-20
SL Malinga,Australia,Newlands,0,12,0,2007-09-20
DPMD Jayawardene,Australia,Newlands,0,1,0,2007-09-20
J Mubarak,Australia,Newlands,0,28,0,2007-09-20
ST Jayasuriya,Australia,Newlands,0,0,0,2007-09-20
TM Dilshan,Australia,Newlands,0,3,0,2007-09-20
A Symonds,Sri Lanka,Newlands,0,0,1,2007-09-20
Mohammad Asif,Bangladesh,Newlands,0,0,1,2007-09-20
Junaid Siddique,Pakistan,Newlands,0,71,0,2007-09-20
Nadif Chowdhury,Pakistan,Newlands,0,12,0,2007-09-20
Sohail Tanvir,Bangladesh,Newlands,0,0,0,2007-09-20
Kamran Akmal,Bangladesh,Newlands,1,3,0,2007-09-20
Misbah-ul-Haq,Bangladesh,Newlands,1,1,0,2007-09-20
Mohammad Ashraful,Pakistan,Newlands,0,5,0,2007-09-20
Shahid Afridi,Bangladesh,Newlands,1,39,1,2007-09-20
Shoaib Malik,Bangladesh,Newlands,1,21,2,2007-09-20
Mashrafe Mortaza,Pakistan,Newlands,0,11,1,2007-09-20
Aftab Ahmed,Pakistan,Newlands,0,15,0,2007-09-20
Younis Khan,Bangladesh,Newlands,1,1,0,2007-09-20
Mahmudullah,Pakistan,Newlands,0,1,1,2007-09-20
Mushfiqur Rahim,Pakistan,Newlands,0,6,0,2007-09-20
Mohammad Hafeez,Bangladesh,Newlands,1,23,2,2007-09-20
Umar Gul,Bangladesh,Newlands,0,0,1,2007-09-20
Tamim Iqbal,Pakistan,Newlands,0,3,0,2007-09-20
Salman Butt,Bangladesh,Newlands,1,21,0,2007-09-20
Shakib Al Hasan,Pakistan,Newlands,0,1,0,2007-09-20
Syed Rasel,Pakistan,Newlands,0,1,1,2007-09-20
Imran Nazir,Bangladesh,Newlands,1,27,0,2007-09-20
Abdur Razzak,Pakistan,Newlands,0,0,2,2007-09-20
JJ van der Wath,India,Kingsmead,1,2,0,2007-09-20
RV Uthappa,South Africa,Kingsmead,0,15,0,2007-09-20
SM Pollock,India,Kingsmead,1,0,2,2007-09-20
MS Dhoni,South Africa,Kingsmead,0,45,0,2007-09-20
V Sehwag,South Africa,Kingsmead,0,11,0,2007-09-20
Harbhajan Singh,South Africa,Kingsmead,1,0,2,2007-09-20
M Ntini,India,Kingsmead,1,4,1,2007-09-20
RG Sharma,South Africa,Kingsmead,0,50,0,2007-09-20
MV Boucher,India,Kingsmead,1,36,0,2007-09-20
S Sreesanth,South Africa,Kingsmead,1,0,2,2007-09-20
M Morkel,India,Kingsmead,1,1,1,2007-09-20
G Gambhir,South Africa,Kingsmead,0,19,0,2007-09-20
JM Kemp,India,Kingsmead,1,5,0,2007-09-20
Joginder Sharma,South Africa,Kingsmead,1,0,0,2007-09-20
KD Karthik,South Africa,Kingsmead,0,0,0,2007-09-20
RP Singh,South Africa,Kingsmead,1,0,4,2007-09-20
IK Pathan,South Africa,Kingsmead,0,0,0,2007-09-20
AB de Villiers,India,Kingsmead,1,1,0,2007-09-20
VD Philander,India,Kingsmead,1,2,0,2007-09-20
GC Smith,India,Kingsmead,1,4,0,2007-09-20
HH Gibbs,India,Kingsmead,1,1,0,2007-09-20
JA Morkel,India,Kingsmead,1,36,0,2007-09-20
Mohammad Asif,New Zealand,Newlands,0,0,0,2007-09-22
Sohail Tanvir,New Zealand,Newlands,0,0,0,2007-09-22
Misbah-ul-Haq,New Zealand,Newlands,1,16,0,2007-09-22
L Vincent,Pakistan,Newlands,0,28,0,2007-09-22
PG Fulton,Pakistan,Newlands,0,10,0,2007-09-22
JS Patel,Pakistan,Newlands,1,0,1,2007-09-22
LRPL Taylor,Pakistan,Newlands,0,37,0,2007-09-22
Shahid Afridi,New Zealand,Newlands,1,6,1,2007-09-22
Shoaib Malik,New Zealand,Newlands,1,26,0,2007-09-22
CD McMillan,Pakistan,Newlands,0,12,0,2007-09-22
JDP Oram,Pakistan,Newlands,0,1,0,2007-09-22
SB Styris,Pakistan,Newlands,0,18,1,2007-09-22
Younis Khan,New Zealand,Newlands,1,4,0,2007-09-22
MR Gillespie,Pakistan,Newlands,1,0,0,2007-09-22
SE Bond,Pakistan,Newlands,0,5,1,2007-09-22
Mohammad Hafeez,New Zealand,Newlands,1,32,0,2007-09-22
Fawad Alam,New Zealand,Newlands,0,0,2,2007-09-22
Umar Gul,New Zealand,Newlands,0,0,3,2007-09-22
DL Vettori,Pakistan,Newlands,1,0,1,2007-09-22
BB McCullum,Pakistan,Newlands,0,26,0,2007-09-22
Imran Nazir,New Zealand,Newlands,1,59,0,2007-09-22
RV Uthappa,Australia,Kingsmead,0,34,0,2007-09-22
Yuvraj Singh,Australia,Kingsmead,0,70,0,2007-09-22
MS Dhoni,Australia,Kingsmead,0,36,0,2007-09-22
ML Hayden,India,Kingsmead,1,62,0,2007-09-22
AC Gilchrist,India,Kingsmead,1,22,0,2007-09-22
V Sehwag,Australia,Kingsmead,0,9,0,2007-09-22
Harbhajan Singh,Australia,Kingsmead,1,0,1,2007-09-22
RG Sharma,Australia,Kingsmead,0,8,0,2007-09-22
BJ Haddin,India,Kingsmead,1,5,0,2007-09-22
S Sreesanth,Australia,Kingsmead,1,0,2,2007-09-22
B Lee,India,Kingsmead,1,2,0,2007-09-22
NW Bracken,India,Kingsmead,0,0,0,2007-09-22
G Gambhir,Australia,Kingsmead,0,24,0,2007-09-22
SR Clark,India,Kingsmead,0,0,0,2007-09-22
MJ Clarke,India,Kingsmead,1,3,1,2007-09-22
Joginder Sharma,Australia,Kingsmead,1,0,2,2007-09-22
MG Johnson,India,Kingsmead,1,4,2,2007-09-22
